expression; size; sliced on; sign slice; sign size; sign time (ns) ; parity slice; parity size; parity time ; concrete slice; concrete size; concrete time 
(letrec* ((dn (begin (/ 28 5) (if #f 20 9) 6 -30)) (hryq (/ -26 -23)) (moii (begin -11 -28)) (c (if #t 14 -12)) (ewz 1)) (* (if #f (begin (set! c (* (+ 9 (* (/ -12 6) (- 19 (/ -18 (* 5 (/ hryq c)))))) dn)) -8) (if (= (+ ewz (/ dn (* c dn))) -26) (if (= (* c -7) 6) (* (- (/ ewz 20) -11) (+ -18 (+ ewz moii))) 24) (/ (begin 21 moii) -22))) (begin (- (* ewz (* 13 moii)) -27) (set! ewz 0) (set! ewz (- (- ewz c) (+ -4 hryq))) (set! moii -11) (/ -11 dn))));131;0;(letrec* ((dn (begin -30)) (hryq (dummy 2)) (moii (dummy -2)) (c (if #t 14 -12)) (ewz 1)) (* (if #f (begin (set! c (* (+ 9 (* (/ -12 6) (- 19 (/ -18 (* 5 (/ hryq c)))))) dn)) -8) (if (= (+ ewz (/ dn (* c dn))) -26) (if (= (* c -7) 6) (* (- (/ ewz 20) -11) (+ -18 (+ ewz moii))) 24) (/ (begin moii) -22))) (begin (set! ewz 0) (set! ewz (- (- ewz c) (+ -4 hryq))) (/ -11 dn))));108;100;(letrec* ((dn (begin -30)) (hryq (dummy 0)) (moii (dummy 2)) (c (if #t 14 -12)) (ewz 1)) (* (if #f (begin (set! c (* (+ 9 (* (/ -12 6) (- 19 (/ -18 (* 5 (/ hryq c)))))) dn)) -8) (if (= (+ ewz (/ dn (* c dn))) -26) (if (= (* c -7) 6) (* (- (/ ewz 20) -11) (+ -18 (+ ewz moii))) 24) (/ (begin moii) -22))) (begin (set! ewz 0) (set! ewz (- (- ewz c) (+ -4 hryq))) (/ -11 dn))));108;100;(letrec* ((dn (begin -30)) (hryq (/ -26 -23)) (moii (dummy -2)) (c (if #t 14 -12)) (ewz 1)) (* (if #f (begin (set! c (* (+ 9 (* (/ -12 6) (- 19 (/ -18 (* 5 (/ hryq c)))))) dn)) -8) (if (= (+ ewz (/ dn (* c dn))) -26) (if (= (* c -7) 6) (* (- (/ ewz 20) -11) (+ -18 (+ ewz moii))) 24) (/ (begin moii) -22))) (begin (set! ewz 0) (set! ewz (- (- ewz c) (+ -4 hryq))) (/ -11 dn))));109;500
(let ((y -18) (cesog (begin 13 6 -18)) (qdfi -27) (req 20) (k 0)) (- (+ -12 (+ -24 -26)) (/ cesog (/ 12 6))));25;19;(let ((k 0)) '());3;500;(let ((k 0)) '());3;300;(let ((k 0)) '());3;100
(let* ((q (begin -13 -4 13)) (a (begin (if #f 11 -15) 1 -8)) (qgk 11) (s -5) (kx (/ -16 1)) (qarb 13)) (let* ((lc 12)) (* 3 (begin (if #f 27 12) (set! qarb (- kx (- -2 s))) (- -26 (* (- q qarb) lc))))));47;-8;(let* () (let* ((lc 12)) '()));4;300;(let* () (let* ((lc 12)) '()));4;300;(let* ((s -5) (kx (/ -16 1))) (let* ((lc 12)) '()));9;400
(letrec* ((spcv 4) (ts (let* ((e -9)) (- (+ 19 5) (/ -9 -3)))) (im (if #t (- -7 2) -26)) (vzrw 24) (ggmkm 19)) ts);24;-17;(letrec* ((ts (let* () (- (+ 19 5) (/ -9 -3)))) (vzrw 24)) '());14;200;(letrec* ((ts (let* () (- (+ 19 5) (/ -9 -3)))) (vzrw 24)) '());14;200;(letrec* ((ts (let* () (- (+ 19 5) (/ -9 -3)))) (vzrw 24)) '());14;400
(let* ((arvc -4) (wdg (if #f -30 (+ (begin -22 1) (begin -26 -15)))) (eqjwir -22) (wotss (* 12 (if #f 2 -17))) (w 18) (ervocp 23)) -14);24;11;(let* ((ervocp 23)) '());3;200;(let* ((ervocp 23)) '());3;300;(let* ((ervocp 23)) '());3;600
(letrec* ((n -23) (rosjr (+ (- -22 -29) 14)) (ok (* -24 (letrec* () -26))) (efb (begin -21 -17)) (kkbwam (if #f -10 0)) (f -11)) (- -30 (- -20 (* -15 16))));32;2;(letrec* ((ok (* -24 (letrec* () -26)))) '());7;200;(letrec* ((ok (* -24 (letrec* () -26)))) '());7;100;(letrec* ((ok (* -24 (letrec* () -26)))) '());7;400
(let* ((j (begin (* -10 (begin -26 -22)) -6 19 15 15)) (utwer 11) (bqso 3) (qxk (+ -28 8)) (gr (/ -17 4)) (umm -6)) (begin umm (set! j (/ (if #t (- 29 (+ 14 (/ -1 j))) (/ umm (/ -17 -4))) qxk)) (set! bqso utwer) (set! qxk (* j 24)) gr));56;12;(let* ((j (begin 15)) (qxk (+ -28 8)) (umm -6)) (begin (set! j (/ (if #t (- 29 (+ 14 (/ -1 j))) (/ umm (/ -17 -4))) qxk))));32;200;(let* ((j (begin 15)) (qxk (+ -28 8)) (umm -6)) (begin (set! j (/ (if #t (- 29 (+ 14 (/ -1 j))) (/ umm (/ -17 -4))) qxk))));32;300;(let* ((j (begin 15)) (utwer 11) (qxk (+ -28 8)) (umm -6)) (begin (set! j (/ (if #t (- 29 (+ 14 (/ -1 j))) (/ umm (/ -17 -4))) qxk))));33;900
(letrec* ((yss (let* ((s (if #t -17 29)) (vfnc 29)) (- (* 19 21) (* (* vfnc -6) s)))) (rj (begin 0 21)) (vxnhyi 22) (w (/ -26 17)) (k 24)) (/ (let* ((yt 10)) vxnhyi) (* (+ (begin 6 (set! rj 1) rj) (begin (if #t -9 -27) (/ -13 1) (/ rj rj))) (- (* (/ rj (- (* (+ k 24) -11) 13)) 8) (+ 9 29)))));78;-15;(letrec* ((yss (let* ((s (if #t -17 29)) (vfnc 29)) (- (* 19 21) (* (* vfnc -6) s)))) (rj (dummy 2)) (vxnhyi 22) (w (/ -26 17)) (k 24)) (/ (let* () vxnhyi) (* (+ (begin rj) (begin (/ rj rj))) (- (* (/ rj (- (* (+ k 24) -11) 13)) 8) (+ 9 29)))));66;200;(letrec* ((yss (let* ((s (if #t -17 29)) (vfnc 29)) (- (* 19 21) (* (* vfnc -6) s)))) (rj (dummy 1)) (vxnhyi 22) (w (/ -26 17)) (k 24)) (/ (let* () vxnhyi) (* (+ (begin rj) (begin (/ rj rj))) (- (* (/ rj (- (* (+ k 24) -11) 13)) 8) (+ 9 29)))));66;100;(letrec* ((yss (let* ((s (if #t -17 29)) (vfnc 29)) (- (* 19 21) (* (* vfnc -6) s)))) (rj (dummy 2)) (vxnhyi 22) (w (/ -26 17)) (k 24)) (/ (let* () vxnhyi) (* (+ (begin rj) (begin (/ rj rj))) (- (* (/ rj (- (* (+ k 24) -11) 13)) 8) (+ 9 29)))));66;300
(let ((wis 2) (szyk (let ((dg 16) (eby 9)) dg)) (gnhia (if (= 18 -30) (if #t (if #t -4 -14) (+ -7 6)) -23)) (sd (begin -30 -30)) (fdxjiq 14) (jod 25)) (+ 14 (letrec* ((r -29) (ks (* (+ gnhia (* (- -11 (+ (- -21 (- szyk 21)) (/ fdxjiq jod))) 17)) -29)) (mlmiq 2)) -11)));59;25;(let ((szyk (let ((dg 16)) dg)) (gnhia (if (= 18 -30) (if #t (if #t -4 -14) (+ -7 6)) -23)) (fdxjiq 14) (jod 25)) (+ 14 (letrec* ((ks (* (+ gnhia (* (- -11 (+ (- -21 (- szyk 21)) (/ fdxjiq jod))) 17)) -29))) -11)));52;200;(let ((szyk (let ((dg 16)) dg)) (gnhia (if (= 18 -30) (if #t (if #t -4 -14) (+ -7 6)) -23)) (fdxjiq 14) (jod 25)) (+ 14 (letrec* ((ks (* (+ gnhia (* (- -11 (+ (- -21 (- szyk 21)) (/ fdxjiq jod))) 17)) -29))) -11)));52;400;(let ((szyk (let ((dg 16)) dg)) (gnhia (if (= 18 -30) (if #t (if #t -4 -14) (+ -7 6)) -23)) (fdxjiq 14) (jod 25)) (+ 14 (letrec* ((ks (* (+ gnhia (* (- -11 (+ (- -21 (- szyk 21)) (/ fdxjiq jod))) 17)) -29))) -11)));52;300
(letrec* ((mta (begin 25 -24 -21)) (uuxyo (if #t (if (< -3 -26) -6 -2) (if (< 17 -4) 25 24))) (zhej -14) (fk 3) (udowkh 17) (lbo -21)) (if #t lbo (- (begin (begin (set! fk 5) udowkh) (set! fk 11) (set! uuxyo 24) (/ udowkh 12)) (begin 21 2))));46;-6;(letrec* ((mta (begin -21))) '());4;200;(letrec* ((mta (begin -21))) '());4;200;(letrec* ((mta (begin -21))) '());4;200
(let* ((ffl (+ (begin 24 8) 7)) (hcj (+ (* (+ 29 18) 14) (begin (if #t 28 -6) -5 -22))) (ijd (begin 7 10 -18)) (kw -27) (po -24) (hkcn -2)) (- (if (= -27 8) (let* ((srgi (if #t ffl -24)) (zrran (- -1 (- 4 (+ (+ (+ ffl po) ffl) 1))))) (+ (/ zrran (* srgi (* ijd (+ (* (+ -14 23) hkcn) -26)))) (- 19 -22))) (/ 3 (if (= (- hcj -3) (+ (- 2 -21) 5)) (begin kw (* (- (* (* 1 (* (+ ffl -13) 15)) po) (* -13 hkcn)) -19)) (begin 19 -14)))) -15));128;-16;(let* ((ffl (+ (begin 8) 7)) (hcj (+ (* (+ 29 18) 14) (begin -22))) (ijd (dummy -2)) (po -24) (hkcn -2)) (- (if (= -27 8) (let* ((srgi (dummy 6)) (zrran (dummy 6))) (+ (/ zrran (* srgi (* ijd (+ (* (+ -14 23) hkcn) -26)))) (- 19 -22))) (/ 3 (if (= (- hcj -3) (+ (- 2 -21) 5)) (begin (* (- (* (* 1 (* (+ ffl -13) 15)) po) (* -13 hkcn)) -19)) (begin -14)))) -15));104;200;(let* ((ffl (+ (begin 8) 7)) (hcj (+ (* (+ 29 18) 14) (begin -22))) (ijd (dummy 2)) (po -24) (hkcn -2)) (- (if (= -27 8) (let* ((srgi (dummy 6)) (zrran (dummy 6))) (+ (/ zrran (* srgi (* ijd (+ (* (+ -14 23) hkcn) -26)))) (- 19 -22))) (/ 3 (if (= (- hcj -3) (+ (- 2 -21) 5)) (begin (* (- (* (* 1 (* (+ ffl -13) 15)) po) (* -13 hkcn)) -19)) (begin -14)))) -15));104;600;(let* ((ffl (+ (begin 8) 7)) (hcj (+ (* (+ 29 18) 14) (begin -22))) (ijd (dummy -2)) (po -24) (hkcn -2)) (- (if (= -27 8) (let* ((srgi (dummy 6)) (zrran (dummy 6))) (+ (/ zrran (* srgi (* ijd (+ (* (+ -14 23) hkcn) -26)))) (- 19 -22))) (/ 3 (if (= (- hcj -3) (+ (- 2 -21) 5)) (begin (* (- (* (* 1 (* (+ ffl -13) 15)) po) (* -13 hkcn)) -19)) (begin -14)))) -15));104;600
(letrec* ((c 24) (ebkhf (if #t (let* () 10) -18)) (zqzic (- (if #t -17 -10) (if #f 13 -28))) (xvz -29) (ykypl -16)) (* 7 (/ (begin (set! ykypl -25) 11 (set! xvz xvz) (+ (/ (* -25 (/ -30 zqzic)) zqzic) (- ebkhf 23))) 25)));47;28;(letrec* ((ebkhf (if #t (let* () 10) -18)) (zqzic (dummy 3)) (xvz -29)) (* 7 (/ (begin (set! xvz xvz) (+ (/ (* -25 (/ -30 zqzic)) zqzic) (- ebkhf 23))) 25)));35;100;(letrec* ((ebkhf (if #t (let* () 10) -18)) (zqzic (dummy 1)) (xvz -29)) (* 7 (/ (begin (set! xvz xvz) (+ (/ (* -25 (/ -30 zqzic)) zqzic) (- ebkhf 23))) 25)));35;100;(letrec* ((ebkhf (if #t (let* () 10) -18)) (zqzic (dummy 3)) (xvz -29)) (* 7 (/ (begin (set! xvz xvz) (+ (/ (* -25 (/ -30 zqzic)) zqzic) (- ebkhf 23))) 25)));35;200
(letrec* ((jzr -14) (htiyv -13) (yytgd 30) (nh 18) (xtc 13)) 7);7;2;(letrec* ((yytgd 30)) '());3;200;(letrec* ((yytgd 30)) '());3;100;(letrec* ((yytgd 30)) '());3;200
(letrec* ((zzmdq (+ 21 5)) (yugpy -5) (e -26) (ebv (+ 14 (+ 4 24))) (f -9) (d 12)) f);17;-28;(letrec* ((e -26)) '());3;200;(letrec* ((e -26)) '());3;200;(letrec* ((e -26)) '());3;200
(let ((lxssv (/ -11 (if #t 27 -10))) (wxpfld 26) (gxc -18)) (if (= 20 -25) (if (= 4 -19) (* 10 (let* ((ancl gxc)) (if #t (- (- 6 25) wxpfld) lxssv))) (begin (- -15 -24) wxpfld (+ 8 wxpfld))) (* -14 lxssv)));49;-12;(let ((lxssv (/ -11 (if #t 27 -10))) (wxpfld 26)) (if (= 20 -25) (if (= 4 -19) (* 10 (let* () (if #t (- (- 6 25) wxpfld) lxssv))) '()) '()));35;200;(let ((lxssv (/ -11 (if #t 27 -10))) (wxpfld 26)) (if (= 20 -25) (if (= 4 -19) (* 10 (let* () (if #t (- (- 6 25) wxpfld) lxssv))) '()) '()));35;200;(let ((lxssv (/ -11 (if #t 27 -10))) (wxpfld 26) (gxc -18)) (if (= 20 -25) (if (= 4 -19) (* 10 (let* () (if #t (- (- 6 25) wxpfld) lxssv))) '()) '()));36;500
(let ((quy 24) (obtnjn (if (< 6 29) -29 19)) (feg -17) (rpsdkc -7)) (if (= rpsdkc (- (+ -25 16) (+ -5 rpsdkc))) (+ (if #t obtnjn (begin feg (* 3 (- feg 19)) 11)) (* (- -20 (/ -21 28)) 23)) feg));51;-28;(let ((quy 24) (rpsdkc -7)) '());4;200;(let ((quy 24) (rpsdkc -7)) '());4;200;(let ((quy 24) (rpsdkc -7)) '());4;300
(let* ((mwmel (+ (+ (if #f (let* () -2) 10) -4) 4)) (ge (begin (if (= -20 -30) -6 11) 21 -17 -19)) (fmad (begin -13 0 12)) (hwr -23) (ivd 7) (l 17)) (letrec* ((cfrmh 18) (ttvj (* 15 fmad))) cfrmh));37;-29;(let* ((mwmel (+ (+ (if #f (let* () -2) 10) -4) 4)) (hwr -23)) '());14;100;(let* ((mwmel (+ (+ (if #f (let* () -2) 10) -4) 4)) (hwr -23)) '());14;200;(let* ((mwmel (+ (+ (if #f (let* () -2) 10) -4) 4)) (fmad (begin 12)) (hwr -23)) '());16;300
(let* ((k (- (/ (+ 18 (if #t 29 -21)) (/ (* -25 -26) 22)) (begin 4 20))) (es 9) (wsr (+ -17 -26)) (jdxad 19) (xtgmet 27)) xtgmet);30;15;(let* ((k (- (/ (+ 18 (if #t 29 -21)) (/ (* -25 -26) 22)) (begin 20)))) '());22;500;(let* ((k (- (/ (+ 18 (if #t 29 -21)) (/ (* -25 -26) 22)) (begin 20)))) '());22;500;(let* ((k (- (/ (+ 18 (if #t 29 -21)) (/ (* -25 -26) 22)) (begin 20)))) '());22;400
(let* ((kkl (if #t 16 23)) (hfjtup (begin 5 7 -18)) (jbqx -11) (zttlz 16) (l -5) (c -30)) (if #t (* (/ -26 l) -24) (if #t (+ (if (= 22 -16) (* hfjtup (- 15 -16)) (letrec* () (* -7 (* -28 -25)))) (let* ((nasjgz 7)) (if #f -28 4))) (begin (set! kkl (+ (* (/ hfjtup 25) 30) (if #f c c))) c (set! hfjtup (* -17 zttlz)) jbqx))));74;-4;(let* ((hfjtup (dummy -2)) (zttlz 16) (c -30)) (if #t '() (if #t (+ (if (= 22 -16) (* hfjtup (- 15 -16)) (letrec* () (* -7 (* -28 -25)))) (let* () (if #f -28 4))) '())));39;300;(let* ((hfjtup (dummy 2)) (zttlz 16) (c -30)) (if #t '() (if #t (+ (if (= 22 -16) (* hfjtup (- 15 -16)) (letrec* () (* -7 (* -28 -25)))) (let* () (if #f -28 4))) '())));39;500;(let* ((hfjtup (begin -18)) (zttlz 16) (c -30)) (if #t '() (if #t (+ (if (= 22 -16) (* hfjtup (- 15 -16)) (letrec* () (* -7 (* -28 -25)))) (let* () (if #f -28 4))) '())));38;300
(let ((lwpgfe (if #t (+ (- (/ 24 (/ 20 -23)) 16) -18) (if #f 25 (begin 6 -4 24)))) (sc (if #t (* (if #f (if #t -17 -6) (if #t -15 -10)) -21) (let* ((msoti 13)) (- (+ -19 -30) msoti)))) (cnerlu -8) (sm (if (= 21 -2) (if #t 2 -2) (- -9 4))) (tszz 19) (pnb -1)) (if #t -9 (+ 13 (/ (- cnerlu (/ (* (/ -28 tszz) sm) tszz)) 20))));85;7;(let ((sc (if #t (* (if #f (if #t -17 -6) (if #t -15 -10)) -21) (let* ((msoti 13)) (- (+ -19 -30) msoti))))) '());26;200;(let ((sc (if #t (* (if #f (if #t -17 -6) (if #t -15 -10)) -21) (let* ((msoti 13)) (- (+ -19 -30) msoti))))) '());26;100;(let ((sc (if #t (* (if #f (if #t -17 -6) (if #t -15 -10)) -21) (let* ((msoti 13)) (- (+ -19 -30) msoti))))) '());26;200
(letrec* ((znb (if #t (+ (begin 13 -25) (begin -18 0)) -25)) (mno -19) (rr 7) (jvbyg 22) (yypgvj 30)) (begin (set! znb (if (= 7 (/ znb (* -21 -5))) (let* () -25) (- (* -27 (- jvbyg (* -12 znb))) -21))) (if (= -8 (/ 3 mno)) (/ mno -11) (if #t (* mno znb) jvbyg)) (if #t jvbyg (/ 3 jvbyg)) (set! yypgvj (/ 20 -3)) -22));76;26;(letrec* ((znb (dummy -2)) (mno -19) (jvbyg 22)) (begin (set! znb (if (= 7 (/ znb (* -21 -5))) (let* () -25) (- (* -27 (- jvbyg (* -12 znb))) -21)))));34;100;(letrec* ((znb (dummy 1)) (mno -19) (jvbyg 22)) (begin (set! znb (if (= 7 (/ znb (* -21 -5))) (let* () -25) (- (* -27 (- jvbyg (* -12 znb))) -21)))));34;200;(letrec* ((znb (if #t (+ (begin -25) (begin 0)) -25)) (mno -19) (jvbyg 22)) (begin (set! znb (if (= 7 (/ znb (* -21 -5))) (let* () -25) (- (* -27 (- jvbyg (* -12 znb))) -21)))));40;100
(let* ((sh (if #t 17 (begin 27 11))) (on (+ (let () 16) (if (< 30 6) -12 (if #f 3 -23)))) (qzy (/ 3 (/ 16 -20))) (dc -6) (cthv 28)) (/ (- on (+ (* dc 8) (* qzy dc))) sh));46;-26;(let* ((on (+ (let () 16) (if (< 30 6) -12 (if #f 3 -23)))) (cthv 28)) '());17;200;(let* ((on (+ (let () 16) (if (< 30 6) -12 (if #f 3 -23)))) (cthv 28)) '());17;300;(let* ((on (+ (let () 16) (if (< 30 6) -12 (if #f 3 -23)))) (cthv 28)) '());17;200
(letrec* ((yefuct 5) (fimc 17) (aqyri -7) (g -9) (gk 15) (uqrwq 21)) (let* ((rkzc (if #t (if #f (- uqrwq -19) 11) (/ (* -24 aqyri) (* -7 (/ -22 (- (/ 17 gk) gk)))))) (ura (if (= (+ yefuct 3) (/ 17 22)) (* 5 28) (+ uqrwq gk))) (icz uqrwq) (dk 15)) rkzc));58;-21;(letrec* ((uqrwq 21)) (let* ((dk 15)) '()));5;200;(letrec* ((uqrwq 21)) (let* ((dk 15)) '()));5;200;(letrec* ((yefuct 5) (aqyri -7) (gk 15) (uqrwq 21)) (let* ((dk 15)) '()));8;300
(let* ((fdithk (let* ((b (if #f -17 19)) (gpzwgk -23)) b)) (hgfpcr (if #t 30 (* 19 -20))) (k (- 29 23)) (mojq (if #f 3 -26)) (nn -17)) (/ (begin (if #f (/ (+ fdithk -12) nn) (begin 18 k)) (set! k (+ (* 16 -8) (* k (- nn -12)))) 23 -24 mojq) (+ (let ((bsbuuv (+ -11 hgfpcr)) (c -26)) fdithk) 14)));66;-6;(let* ((fdithk (let* ((b (if #f -17 19))) b)) (hgfpcr (if #t 30 (* 19 -20))) (k (dummy 3)) (mojq (dummy -2)) (nn -17)) (/ (begin (set! k (+ (* 16 -8) (* k (- nn -12)))) mojq) (+ (let () fdithk) 14)));44;200;(let* ((fdithk (let* ((b (if #f -17 19))) b)) (hgfpcr (if #t 30 (* 19 -20))) (k (dummy 2)) (mojq (dummy 2)) (nn -17)) (/ (begin (set! k (+ (* 16 -8) (* k (- nn -12)))) mojq) (+ (let () fdithk) 14)));44;200;(let* ((fdithk (let* ((b (if #f -17 19))) b)) (hgfpcr (if #t 30 (* 19 -20))) (k (- 29 23)) (mojq (dummy -2)) (nn -17)) (/ (begin (set! k (+ (* 16 -8) (* k (- nn -12)))) mojq) (+ (let () fdithk) 14)));45;200
(letrec* ((a (let* () -5)) (qcaxud (/ 7 17)) (jpa 19)) (if (< qcaxud -22) -4 -30));15;-23;(letrec* ((a (let* () -5)) (qcaxud (/ 7 17))) '());8;200;(letrec* ((a (let* () -5)) (qcaxud (/ 7 17))) '());8;400;(letrec* ((a (let* () -5)) (qcaxud (/ 7 17))) '());8;900
(let* ((jg 16) (jvw (begin 15 (if #f -23 23) -7 21)) (ffiufk (- 4 (begin 0 12))) (bnjq -20) (n (if #f -6 -13)) (hwmez -10)) (begin (set! jg (begin hwmez -9 -2)) (set! n (if (< 8 (* 4 5)) (/ ffiufk -6) (- -12 11))) (if #t (/ hwmez (/ hwmez (/ -24 -13))) (* 23 29)) (set! bnjq jg) (* (+ (+ 1 1) -9) n)));73;-21;(let* ((jg 16) (bnjq -20) (hwmez -10)) (begin (set! jg (begin -2)) (set! bnjq jg)));10;400;(let* ((jg 16) (bnjq -20) (hwmez -10)) (begin (set! jg (begin -2)) (set! bnjq jg)));10;200;(let* ((jg 16) (ffiufk (- 4 (begin 12))) (bnjq -20)) (begin (set! jg (begin -2)) (set! bnjq jg)));14;400
(let* ((i -8) (bozdf 6)) (- (* bozdf -9) i));10;14;(let* ((i -8)) '());3;700;(let* ((i -8)) '());3;400;(let* ((i -8)) '());3;300
(let ((yrtl (* (+ (+ -26 18) -15) (- -20 (if #f -26 13)))) (zxh 20) (poofo -17) (hgj -15)) (* (if (= (- 15 hgj) 3) -7 (if #t (/ (/ 1 (- 23 poofo)) (* yrtl (- zxh (+ -19 3)))) (/ (- (/ yrtl poofo) (if #t (* 1 poofo) -24)) hgj))) (begin (- 7 -11) (set! poofo (if #t 20 5)) (- 3 zxh) -19)));83;26;(let ((yrtl (dummy 3)) (zxh 20) (poofo -17) (hgj -15)) (* (if (= (- 15 hgj) 3) -7 (if #t (/ (/ 1 (- 23 poofo)) (* yrtl (- zxh (+ -19 3)))) (/ (- (/ yrtl poofo) (if #t (* 1 poofo) -24)) hgj))) (begin (set! poofo (if #t 20 5)) -19)));62;200;(let ((yrtl (dummy 1)) (zxh 20) (poofo -17) (hgj -15)) (* (if (= (- 15 hgj) 3) -7 (if #t (/ (/ 1 (- 23 poofo)) (* yrtl (- zxh (+ -19 3)))) (/ (- (/ yrtl poofo) (if #t (* 1 poofo) -24)) hgj))) (begin (set! poofo (if #t 20 5)) -19)));62;200;(let ((yrtl (dummy 3)) (zxh 20) (poofo -17) (hgj -15)) (* (if (= (- 15 hgj) 3) -7 (if #t (/ (/ 1 (- 23 poofo)) (* yrtl (- zxh (+ -19 3)))) (/ (- (/ yrtl poofo) (if #t (* 1 poofo) -24)) hgj))) (begin (set! poofo (if #t 20 5)) -19)));62;300
(letrec* ((sljhb -8) (zgql -24)) (- 22 -24));7;13;(letrec* ((zgql -24)) '());3;400;(letrec* ((zgql -24)) '());3;400;(letrec* ((zgql -24)) '());3;100
(let* ((vbcjhm 4) (jfijr (let* ((x -14)) (/ -21 17))) (rwachk 17) (ewlia (begin 4 -28)) (bbvmnw (if #t 20 -26)) (jkmmpk 0)) (if #f (/ 10 (* (+ rwachk (+ vbcjhm 27)) (/ vbcjhm (/ bbvmnw -26)))) (if (< -27 (* (+ -25 jkmmpk) 26)) (+ 24 jfijr) (begin (set! ewlia (* (- (* (- 7 bbvmnw) ewlia) (+ ewlia (+ (/ ewlia 4) -9))) -25)) vbcjhm))));78;17;(let* ((jfijr (let* () (/ -21 17))) (ewlia (dummy -2)) (bbvmnw (dummy 2)) (jkmmpk 0)) (if #f '() (if (< -27 (* (+ -25 jkmmpk) 26)) '() (begin (set! ewlia (* (- (* (- 7 bbvmnw) ewlia) (+ ewlia (+ (/ ewlia 4) -9))) -25))))));52;300;(let* ((jfijr (let* () (/ -21 17))) (ewlia (dummy 2)) (bbvmnw (dummy 2)) (jkmmpk 0)) (if #f '() (if (< -27 (* (+ -25 jkmmpk) 26)) '() (begin (set! ewlia (* (- (* (- 7 bbvmnw) ewlia) (+ ewlia (+ (/ ewlia 4) -9))) -25))))));52;200;(let* ((jfijr (let* () (/ -21 17))) (ewlia (begin -28)) (bbvmnw (if #t 20 -26)) (jkmmpk 0)) (if #f '() (if (< -27 (* (+ -25 jkmmpk) 26)) '() (begin (set! ewlia (* (- (* (- 7 bbvmnw) ewlia) (+ ewlia (+ (/ ewlia 4) -9))) -25))))));52;300
(let* ((dbwk (+ 4 (/ -22 10))) (lka -8) (vxyof -21)) (begin (set! dbwk -25) (- 16 vxyof) (- vxyof lka) 15));22;-23;(let* ((lka -8)) '());3;200;(let* ((lka -8)) '());3;300;(let* ((lka -8)) '());3;300
(let* ((ku -24) (zoszjh (letrec* ((qsai 5) (m -2)) (begin (set! m (+ 9 5)) m))) (eiug (- (* (+ -30 -7) -11) -22)) (vrwxd 12) (z 19) (rxhax -9)) (if (= 17 (* (/ (/ -9 -16) -2) vrwxd)) vrwxd (if #t (+ (/ 23 (if #t (- ku zoszjh) (if #t eiug (/ vrwxd (+ -19 -28))))) (let* ((xb (* (/ rxhax 25) 21))) 20)) (begin (let* () vrwxd) (- (+ (/ z vrwxd) -9) (+ (+ zoszjh (+ (+ -19 vrwxd) -1)) -14)) (set! z 23) rxhax))));100;-27;(let* ((ku -24) (zoszjh (letrec* ((m -2)) (begin (set! m (+ 9 5)) m))) (eiug (dummy 2)) (vrwxd 12)) (if (= 17 (* (/ (/ -9 -16) -2) vrwxd)) '() (if #t (+ (/ 23 (if #t (- ku zoszjh) (if #t eiug (/ vrwxd (+ -19 -28))))) (let* () 20)) '())));56;300;(let* ((ku -24) (zoszjh (letrec* ((m -2)) (begin (set! m (+ 9 5)) m))) (eiug (dummy 1)) (vrwxd 12)) (if (= 17 (* (/ (/ -9 -16) -2) vrwxd)) '() (if #t (+ (/ 23 (if #t (- ku zoszjh) (if #t eiug (/ vrwxd (+ -19 -28))))) (let* () 20)) '())));56;200;(let* ((ku -24) (zoszjh (letrec* ((m -2)) (begin (set! m (+ 9 5)) m))) (eiug (dummy 2)) (vrwxd 12) (rxhax -9)) (if (= 17 (* (/ (/ -9 -16) -2) vrwxd)) '() (if #t (+ (/ 23 (if #t (- ku zoszjh) (if #t eiug (/ vrwxd (+ -19 -28))))) (let* () 20)) '())));57;300
(let* ((yqeyr (begin (letrec* ((kksrcb -9)) 22) -17 20 19 -1)) (he (- -21 0)) (xs (if #f (if (= -4 -17) 27 -13) -18)) (ltw (- (+ -2 -15) -27)) (p (if #f -24 -20)) (pnx -26)) (- (begin (set! xs (if (= -28 2) (* (* 26 -22) yqeyr) (begin (/ 3 (* (- yqeyr (+ -7 11)) pnx)) (- yqeyr 21)))) (set! ltw p) (set! ltw p) (set! ltw (- pnx -3)) -28) 10));80;19;(let* ((yqeyr (begin -1)) (he (- -21 0))) '());8;100;(let* ((yqeyr (begin -1)) (he (- -21 0))) '());8;200;(let* ((yqeyr (begin -1)) (he (- -21 0)) (p (if #f -24 -20)) (pnx -26)) '());13;300
(let ((off (begin 20 (+ -21 -18) -28 27)) (q 29) (bdnzp (+ 21 (begin -11 2))) (dg (if #t 5 (/ -4 9))) (pcqz 18) (chx 27)) -22);26;-20;(let ((pcqz 18)) '());3;500;(let ((pcqz 18)) '());3;200;(let ((pcqz 18)) '());3;400
(let* ((as 23) (hy (begin -18 -16)) (ewec -28) (uc -25) (yhgndn 7)) 8);9;26;(let* ((hy (begin -16))) '());4;100;(let* ((hy (begin -16))) '());4;200;(let* ((hy (begin -16))) '());4;200
(let* ((ilwg (begin -28 -6)) (x 12) (d -17)) -1);7;-28;(let* ((d -17)) '());3;200;(let* ((d -17)) '());3;200;(let* ((d -17)) '());3;200
