expression; size; sliced on; concrete slice; concrete size; concrete time (ns) ; sign slice; sign size;sign time ; parity slice; parity size; parity time 
(let* ((bu (+ 19 26)) (ywlys (- (+ (if #f 24 30) 1) 29)) (l (* -11 (- -15 9))) (x 11) (czb -1)) czb);25;-4;(let* ((ywlys (- (+ (if #f 24 30) 1) 29))) '());12;300;(let* ((ywlys (- (+ (if #f 24 30) 1) 29))) '());12;300;(let* ((ywlys (- (+ (if #f 24 30) 1) 29))) '());12;400
(let ((n (begin 2 -3)) (ifzpcb (* -2 23)) (p 21)) -22);10;7;(let ((ifzpcb (* -2 23))) '());6;200;(let ((ifzpcb (* -2 23))) '());6;400;(let ((ifzpcb (* -2 23))) '());6;100
(let* ((q (if #f 6 (let ((vsamhv 28) (sewrr 21)) 14))) (i (let* ((yk -10)) (/ (if #f (/ 2 -19) 6) yk))) (a 13) (rwh (- -29 19)) (gxzar (+ 24 -14)) (qgolhm 8)) (+ i 4));34;4;(let* ((q (if #f 6 (let () 14))) (i (let* ((yk -10)) (/ (if #f (/ 2 -19) 6) yk))) (gxzar (+ 24 -14))) '());23;200;(let* ((q (if #f 6 (let () 14))) (i (let* ((yk -10)) (/ (if #f (/ 2 -19) 6) yk))) (gxzar (+ 24 -14))) '());23;500;(let* ((q (if #f 6 (let () 14))) (i (let* ((yk -10)) (/ (if #f (/ 2 -19) 6) yk))) (gxzar (+ 24 -14))) '());23;200
(let* ((ucqpg 16) (b (if (= 11 -30) (let* ((tbeuan 21)) (- (- 4 -21) (- 6 18))) 0)) (mbh (+ 0 (if #t (* -25 3) 20))) (coov -9) (imgi (if #f 14 0)) (duvuvc -19)) (begin -27 (set! mbh (+ 14 duvuvc)) 23 -24 imgi));46;10;(let* ((b (if (= 11 -30) (let* () (- (- 4 -21) (- 6 18))) 0)) (imgi (if #f 14 0))) '());23;200;(let* ((b (if (= 11 -30) (let* () (- (- 4 -21) (- 6 18))) 0)) (imgi (if #f 14 0))) '());23;200;(let* ((b (if (= 11 -30) (let* () (- (- 4 -21) (- 6 18))) 0)) (imgi (if #f 14 0))) '());23;100
(let* ((rjt (begin 27 -5)) (s (+ -30 -5)) (i -11)) (if #t (* (begin (begin (set! i rjt) (- (+ -6 i) -24)) s (set! rjt s) (- -2 5)) -1) rjt));33;27;(let* ((rjt (begin -5)) (s (+ -30 -5))) (if #t (* (begin (set! rjt s) (- -2 5)) -1) '()));20;200;(let* ((rjt (begin -5)) (s (+ -30 -5))) (if #t (* (begin (set! rjt s) (- -2 5)) -1) '()));20;200;(let* ((rjt (begin -5)) (s (dummy 1))) (if #t (* (begin (set! rjt s) (- -2 5)) -1) '()));19;300
(letrec* ((mrya (begin -24 22 -19 -14)) (pptel (letrec* ((ngsi -23) (hn 25)) -3)) (gfr (* (if (= 1 -23) 4 23) (if #t -9 -9))) (fus (begin -4 18)) (sgkj -18) (lrue 29)) (* 30 22));32;-21;(letrec* ((pptel (letrec* () -3)) (fus (begin 18))) '());6;100;(letrec* ((pptel (letrec* () -3)) (fus (begin 18))) '());6;200;(letrec* ((pptel (letrec* () -3)) (fus (begin 18))) '());6;400
(let ((pxag 15) (rff (/ (begin -14 -30) 11)) (my (let* ((meemua -6)) meemua)) (s 8) (xwoz -29) (ptc -7)) (+ 4 0));18;7;(let ((rff (/ (begin -30) 11)) (my (let* ((meemua -6)) meemua))) '());10;300;(let ((rff (/ (begin -30) 11)) (my (let* ((meemua -6)) meemua))) '());10;500;(let ((rff (/ (begin -30) 11)) (my (let* ((meemua -6)) meemua))) '());10;100
(let ((frti -1) (mhui (- (begin 3 19) (begin -29 24))) (kcpd (if (= 24 -17) 5 (- 22 30))) (egcam 8) (qexpch 8)) (/ 18 frti));26;-15;(let ((frti -1)) '());3;200;(let ((frti -1)) '());3;800;(let ((frti -1)) '());3;400
(let* ((ehlhc (* (+ 17 (/ (let* () 8) -10)) (if #f (if #f (begin -13 28) (if #f (+ 30 12) 3)) (+ -20 16)))) (qhgu (if (< -4 13) (letrec* ((bvmhtt 0)) -19) (letrec* ((bmb -12)) -12))) (qqjfy (* -7 1)) (gvbac -28) (ddg 16) (jvs 11)) (+ 5 (- -20 (+ (if (= (- (+ 16 -13) (+ gvbac jvs)) jvs) (if (= ddg qhgu) (* qqjfy 8) (if #f (- 25 qqjfy) (* -2 qhgu))) 18) (letrec* ((zjxjz gvbac)) (if #t 21 -21))))));95;1;(let* ((ehlhc (* (+ 17 (/ (let* () 8) -10)) (if #f (if #f (begin 28) (if #f (+ 30 12) 3)) (+ -20 16)))) (qhgu (if (< -4 13) (letrec* () -19) (letrec* () -12))) (qqjfy (dummy 1)) (gvbac -28) (ddg 16) (jvs 11)) (+ 5 (- -20 (+ (if (= (- (+ 16 -13) (+ gvbac jvs)) jvs) (if (= ddg qhgu) (* qqjfy 8) (if #f (- 25 qqjfy) (* -2 qhgu))) 18) (letrec* () (if #t 21 -21))))));90;100;(let* ((ehlhc (* (+ 17 (/ (let* () 8) -10)) (if #f (if #f (begin 28) (if #f (+ 30 12) 3)) (+ -20 16)))) (qhgu (if (< -4 13) (letrec* () -19) (letrec* () -12))) (qqjfy (dummy -2)) (gvbac -28) (ddg 16) (jvs 11)) (+ 5 (- -20 (+ (if (= (- (+ 16 -13) (+ gvbac jvs)) jvs) (if (= ddg qhgu) (* qqjfy 8) (if #f (- 25 qqjfy) (* -2 qhgu))) 18) (letrec* () (if #t 21 -21))))));90;200;(let* ((ehlhc (* (+ 17 (/ (let* () 8) -10)) (if #f (if #f (begin 28) (if #f (+ 30 12) 3)) (+ -20 16)))) (qhgu (if (< -4 13) (letrec* () -19) (letrec* () -12))) (qqjfy (dummy 1)) (gvbac -28) (ddg 16) (jvs 11)) (+ 5 (- -20 (+ (if (= (- (+ 16 -13) (+ gvbac jvs)) jvs) (if (= ddg qhgu) (* qqjfy 8) (if #f (- 25 qqjfy) (* -2 qhgu))) 18) (letrec* () (if #t 21 -21))))));90;200
(let* ((f (/ (if #t (if #f 6 -20) (if #f -10 (* -19 7))) 9)) (oc (* -12 (letrec* () -10))) (vp (begin 26 7)) (jpcrip 30) (gk 9)) 18);28;18;(let* ((oc (* -12 (letrec* () -10))) (jpcrip 30)) '());8;500;(let* ((oc (* -12 (letrec* () -10))) (jpcrip 30)) '());8;300;(let* ((oc (* -12 (letrec* () -10))) (jpcrip 30)) '());8;200
(let ((bvmuxx 16) (e -14) (tgs 24) (stzn 23) (zqul (if #t 10 30)) (cphl 23)) (begin (set! tgs tgs) (set! tgs 11) (/ -30 -5)));19;17;(let ((tgs 24) (cphl 23)) (begin (set! tgs tgs)));6;100;(let ((tgs 24) (cphl 23)) (begin (set! tgs tgs)));6;400;(let ((cphl 23)) '());3;300
(let* ((eruvq -28) (avur -10) (c 24) (aunu 0)) 22);6;23;(let* ((aunu 0)) '());3;200;(let* ((aunu 0)) '());3;300;(let* ((aunu 0)) '());3;200
(let ((y 8) (ddfd (if (< -23 28) 6 -7)) (g (+ -4 -5)) (akghk -30)) (+ y ddfd));18;29;(let ((ddfd (if (< -23 28) 6 -7))) '());9;200;(let ((ddfd (if (< -23 28) 6 -7))) '());9;300;(let ((ddfd (if (< -23 28) 6 -7))) '());9;100
(letrec* ((asw (begin -21 -14)) (czek (+ (if #t (if (< 9 -9) -22 1) -30) (if (= 5 16) (/ (if #f -7 0) (+ -14 6)) 6))) (w (+ (let* () -27) (let* () -22))) (ghonk (- (- 20 12) 16)) (nurhco 15) (bdgdkh -27)) (/ (+ (+ (* ghonk 26) (/ (let* () (- (- (+ 28 10) 12) 21)) (if #f (/ asw (* -21 w)) (+ (+ czek -18) asw)))) (letrec* ((krjtr (- czek (+ (/ -6 25) (- (+ -3 -25) -26)))) (ltfx (+ (/ -12 5) nurhco))) (/ asw (- -27 (- (- (- 10 28) -4) krjtr))))) (+ (if (= (- 23 asw) bdgdkh) (/ 14 4) (- (+ 20 w) (+ ghonk (- w 13)))) (- (if #t (- (- 23 24) (if #f -4 bdgdkh)) (begin asw 4)) bdgdkh))));171;17;(letrec* ((asw (begin -14)) (czek (+ (if #t (if (< 9 -9) -22 1) -30) (if (= 5 16) (/ (if #f -7 0) (+ -14 6)) 6))) (w (+ (let* () -27) (let* () -22))) (ghonk (dummy 2)) (bdgdkh -27)) (/ (+ (+ (* ghonk 26) (/ (let* () (- (- (+ 28 10) 12) 21)) (if #f (/ asw (* -21 w)) (+ (+ czek -18) asw)))) (letrec* ((krjtr (dummy 0))) (/ asw (- -27 (- (- (- 10 28) -4) krjtr))))) (+ (if (= (- 23 asw) bdgdkh) (/ 14 4) (- (+ 20 w) (+ ghonk (- w 13)))) (- (if #t (- (- 23 24) (if #f -4 bdgdkh)) (begin 4)) bdgdkh))));144;400;(letrec* ((asw (begin -14)) (czek (+ (if #t (if (< 9 -9) -22 1) -30) (if (= 5 16) (/ (if #f -7 0) (+ -14 6)) 6))) (w (+ (let* () -27) (let* () -22))) (ghonk (dummy 3)) (bdgdkh -27)) (/ (+ (+ (* ghonk 26) (/ (let* () (- (- (+ 28 10) 12) 21)) (if #f (/ asw (* -21 w)) (+ (+ czek -18) asw)))) (letrec* ((krjtr (dummy 3))) (/ asw (- -27 (- (- (- 10 28) -4) krjtr))))) (+ (if (= (- 23 asw) bdgdkh) (/ 14 4) (- (+ 20 w) (+ ghonk (- w 13)))) (- (if #t (- (- 23 24) (if #f -4 bdgdkh)) (begin 4)) bdgdkh))));144;100;(letrec* ((asw (begin -14)) (czek (+ (if #t (if (< 9 -9) -22 1) -30) (if (= 5 16) (/ (if #f -7 0) (+ -14 6)) 6))) (w (+ (let* () -27) (let* () -22))) (ghonk (dummy 2)) (bdgdkh -27)) (/ (+ (+ (* ghonk 26) (/ (let* () (- (- (+ 28 10) 12) 21)) (if #f (/ asw (* -21 w)) (+ (+ czek -18) asw)))) (letrec* ((krjtr (dummy 0))) (/ asw (- -27 (- (- (- 10 28) -4) krjtr))))) (+ (if (= (- 23 asw) bdgdkh) (/ 14 4) (- (+ 20 w) (+ ghonk (- w 13)))) (- (if #t (- (- 23 24) (if #f -4 bdgdkh)) (begin 4)) bdgdkh))));144;100
(let* ((ppleiz (if #f (letrec* ((y 18)) 13) 9)) (aev (if (< -15 -7) -29 (if #f 26 -18))) (z -26) (cewwuf (/ 29 16)) (ocz 9)) (if #f -20 (- (* z (/ aev ppleiz)) 11)));36;-16;(let* ((ppleiz (if #f (letrec* () 13) 9)) (ocz 9)) '());8;200;(let* ((ppleiz (if #f (letrec* () 13) 9)) (ocz 9)) '());8;200;(let* ((ppleiz (if #f (letrec* () 13) 9)) (ocz 9)) '());8;100
(let ((ufwhr -10) (lrubst (if #t 18 -18)) (mqoc 17)) (* 16 (if (< 14 (- (/ mqoc 13) (+ 26 mqoc))) (if #f (+ (* lrubst -18) (* mqoc lrubst)) (+ 28 13)) (/ (/ -26 (* (+ ufwhr lrubst) (- -4 (- -13 10)))) (* -8 19)))));62;3;(let ((ufwhr -10) (mqoc 17)) '());4;500;(let ((ufwhr -10) (mqoc 17)) '());4;500;(let ((ufwhr -10) (mqoc 17)) '());4;100
(letrec* ((lauw 9) (ylcbhf (* (- (if (< 15 -28) (* -1 -6) -6) (- (* -26 2) -13)) (if (= 6 20) -17 (begin 6 -27)))) (kbev -26) (dycp (+ 7 -21)) (xsh 17) (drc 1)) (- (+ (- -16 lauw) (/ (* 12 lauw) (begin (- -22 -20) 16))) (if #f (letrec* ((v -11) (qixg ylcbhf)) (+ 0 10)) (begin (* kbev (+ -13 ylcbhf)) (/ 26 -9) -19 -13))));82;-27;(letrec* ((lauw 9) (drc 1)) (- (+ (- -16 lauw) (/ (* 12 lauw) (begin 16))) (if #f (letrec* () (+ 0 10)) (begin -13))));28;200;(letrec* ((lauw 9) (drc 1)) (- (+ (- -16 lauw) (/ (* 12 lauw) (begin 16))) (if #f (letrec* () (+ 0 10)) (begin -13))));28;300;(letrec* ((lauw 9) (drc 1)) (- (+ (- -16 lauw) (/ (* 12 lauw) (begin 16))) (if #f (letrec* () (+ 0 10)) (begin -13))));28;600
(let* ((uodwv -18) (duktl -1) (wc (if #t 15 2)) (h 22)) (begin (set! uodwv 1) (set! duktl (* uodwv 8)) uodwv 18 -14));19;-6;(let* ((uodwv -18) (wc (if #t 15 2))) (begin (set! uodwv 1)));9;200;(let* ((uodwv -18) (wc (if #t 15 2))) (begin (set! uodwv 1)));9;200;(let* ((uodwv -18) (wc (if #t 15 2))) (begin (set! uodwv 1)));9;100
(letrec* ((uhjier (begin -23 15 19)) (nmmvb (if (< -13 24) (begin 11 16) (* 12 14))) (r (- (- -7 (if #f 30 25)) (if #t (if #f 13 -27) 12))) (fjyvrr (begin -28 -7)) (bpkps (if #f -13 -7)) (kzpxg -30)) 24);42;7;(letrec* ((nmmvb (if (< -13 24) (begin 16) (* 12 14)))) '());13;200;(letrec* ((nmmvb (if (< -13 24) (begin 16) (* 12 14)))) '());13;200;(letrec* ((nmmvb (if (< -13 24) (begin 16) (* 12 14)))) '());13;300
(let* ((ga (if #f (begin 27 6) -13)) (hg (* (if (= 26 25) 30 6) (if #t 11 27))) (u (begin 15 -17 5)) (kap (* -19 -3)) (df 13) (f -22)) (+ 18 kap));34;25;(let* ((hg (* (if (= 26 25) 30 6) (if #t 11 27)))) '());15;200;(let* ((hg (* (if (= 26 25) 30 6) (if #t 11 27)))) '());15;200;(let* ((hg (* (if (= 26 25) 30 6) (if #t 11 27)))) '());15;200
(let* ((f -10) (yut 29) (sd (begin 8 -6 20)) (zk 23) (fo (/ -30 25)) (tnhhb -27)) (- (if (= 10 11) (if (< -28 -29) (if #t (/ 5 (- 11 zk)) (/ (- tnhhb 8) zk)) (if #f 0 (begin yut -26))) (/ 24 (+ (* 14 yut) (/ (+ 6 -15) 17)))) (if (< -3 (+ (/ 8 -26) 16)) (if (= (/ -21 (* zk -5)) yut) (if #f (begin tnhhb (* -16 (/ -30 2))) (let* () -30)) (begin (set! yut (* f 22)) yut 19)) zk)));107;-15;(let* ((yut 29) (zk 23) (tnhhb -27)) (- (if (= 10 11) (if (< -28 -29) (if #t (/ 5 (- 11 zk)) (/ (- tnhhb 8) zk)) (if #f 0 (begin -26))) (/ 24 (+ (* 14 yut) (/ (+ 6 -15) 17)))) (if (< -3 (+ (/ 8 -26) 16)) (if (= (/ -21 (* zk -5)) yut) (if #f (begin (* -16 (/ -30 2))) (let* () -30)) (begin 19)) zk)));90;200;(let* ((yut 29) (zk 23) (tnhhb -27)) (- (if (= 10 11) (if (< -28 -29) (if #t (/ 5 (- 11 zk)) (/ (- tnhhb 8) zk)) (if #f 0 (begin -26))) (/ 24 (+ (* 14 yut) (/ (+ 6 -15) 17)))) (if (< -3 (+ (/ 8 -26) 16)) (if (= (/ -21 (* zk -5)) yut) (if #f (begin (* -16 (/ -30 2))) (let* () -30)) (begin 19)) zk)));90;300;(let* ((yut 29) (zk 23) (tnhhb -27)) (- (if (= 10 11) (if (< -28 -29) (if #t (/ 5 (- 11 zk)) (/ (- tnhhb 8) zk)) (if #f 0 (begin -26))) (/ 24 (+ (* 14 yut) (/ (+ 6 -15) 17)))) (if (< -3 (+ (/ 8 -26) 16)) (if (= (/ -21 (* zk -5)) yut) (if #f (begin (* -16 (/ -30 2))) (let* () -30)) (begin 19)) zk)));90;200
(let* ((a (+ (- -9 21) -7)) (jd 16) (ut -26)) (- (if (< 9 (+ -22 jd)) (begin ut (set! ut 9) ut) (* jd (letrec* ((ppjq -5)) (+ 20 -22)))) (- 9 (- ut 23))));41;-22;(let* ((jd 16) (ut -26)) (- (if (< 9 (+ -22 jd)) (begin (set! ut 9) ut) (* jd (letrec* () (+ 20 -22)))) (- 9 (- ut 23))));32;100;(let* ((jd 16) (ut -26)) (- (if (< 9 (+ -22 jd)) (begin (set! ut 9) ut) (* jd (letrec* () (+ 20 -22)))) (- 9 (- ut 23))));32;700;(let* ((jd 16) (ut -26)) (- (if (< 9 (+ -22 jd)) (begin (set! ut 9) ut) (* jd (letrec* () (+ 20 -22)))) (- 9 (- ut 23))));32;200
(let* ((jw 7) (nmmesy -12) (fhj -4) (ukbapo 24)) nmmesy);6;-1;(let* ((ukbapo 24)) '());3;200;(let* ((ukbapo 24)) '());3;500;(let* ((ukbapo 24)) '());3;200
(let* ((oyhm 25) (vlhimm -24)) (if #f oyhm (* (- -27 2) 25)));13;26;(let* ((oyhm 25)) '());3;200;(let* ((oyhm 25)) '());3;400;(let* ((oyhm 25)) '());3;100
(let* ((hijyfk (- 19 (begin -4 -19))) (zc 27) (r (* 4 (if #f 0 -7))) (hvn (if #f 11 18)) (uagnuh -20)) (let* ((vu (+ (/ (/ hijyfk hvn) -20) r)) (l (if #t (- -5 -14) 23)) (zth (+ -12 (* zc (* zc zc))))) (begin (* -13 -25) 6 5)));55;-19;(let* ((hijyfk (- 19 (begin -19))) (r (* 4 (if #f 0 -7))) (hvn (if #f 11 18))) (let* ((vu (+ (/ (/ hijyfk hvn) -20) r))) '()));29;200;(let* ((hijyfk (- 19 (begin -19))) (r (* 4 (if #f 0 -7))) (hvn (if #f 11 18))) (let* ((vu (+ (/ (/ hijyfk hvn) -20) r))) '()));29;400;(let* ((hijyfk (- 19 (begin -19))) (r (* 4 (if #f 0 -7))) (hvn (if #f 11 18))) (let* ((vu (+ (/ (/ hijyfk hvn) -20) r))) '()));29;200
(let ((tj (begin -17 21)) (ijvoz (begin -26 4 -23 29)) (yittb (begin (+ 4 -15) 25 4)) (cp (if (= -15 -29) 6 (if #f 12 27))) (mv -28) (xtiirw 8)) (* mv 15));32;-9;(let ((cp (if (= -15 -29) 6 (if #f 12 27)))) '());12;200;(let ((cp (if (= -15 -29) 6 (if #f 12 27)))) '());12;300;(let ((cp (if (= -15 -29) 6 (if #f 12 27)))) '());12;200
(let ((rwmr (letrec* ((qcatb 28)) (if (< qcatb (/ -1 (* qcatb qcatb))) (* qcatb 13) (- 0 qcatb)))) (hrhjnm -1) (je (let* () 26)) (pkm (* 9 -28)) (e 16)) -23);31;-8;(let ((rwmr (letrec* ((qcatb 28)) (if (< qcatb (/ -1 (* qcatb qcatb))) (* qcatb 13) (- 0 qcatb)))) (je (let* () 26))) '());25;200;(let ((rwmr (letrec* ((qcatb 28)) (if (< qcatb (/ -1 (* qcatb qcatb))) (* qcatb 13) (- 0 qcatb)))) (je (let* () 26))) '());25;200;(let ((rwmr (letrec* ((qcatb 28)) (if (< qcatb (/ -1 (* qcatb qcatb))) (* qcatb 13) (- 0 qcatb)))) (je (let* () 26))) '());25;400
(let* ((sqjo (begin 12 15 3)) (mpar (* -25 (- (+ (* 30 2) (* 3 7)) (if (= 26 25) (if #t 20 13) -29)))) (ykbixz 27) (ttyu 17) (koq (/ 25 2)) (shqdeh 7)) 17);38;1;(let* ((mpar (* -25 (- (+ (* 30 2) (* 3 7)) (if (= 26 25) (if #t 20 13) -29))))) '());27;200;(let* ((mpar (* -25 (- (+ (* 30 2) (* 3 7)) (if (= 26 25) (if #t 20 13) -29))))) '());27;300;(let* ((mpar (* -25 (- (+ (* 30 2) (* 3 7)) (if (= 26 25) (if #t 20 13) -29))))) '());27;300
(letrec* ((unawtk (- 5 28)) (l -2) (ozybv 10) (sci (if #f 15 (+ -13 28))) (sc 10) (lmw 1)) 7);17;26;(letrec* ((ozybv 10)) '());3;200;(letrec* ((ozybv 10)) '());3;300;(letrec* ((ozybv 10)) '());3;200
(letrec* ((bkeagv (if #t (* -29 (if #t -2 8)) (/ (let* () -19) (- 10 8)))) (ndb -18) (nf 2) (mgn 14) (zmzml -13)) bkeagv);23;10;(letrec* ((bkeagv (if #t (* -29 (if #t -2 8)) (/ (let* () -19) (- 10 8))))) '());19;200;(letrec* ((bkeagv (if #t (* -29 (if #t -2 8)) (/ (let* () -19) (- 10 8))))) '());19;700;(letrec* ((bkeagv (if #t (* -29 (if #t -2 8)) (/ (let* () -19) (- 10 8))))) '());19;100
(letrec* ((hbs (begin -15 16 -20)) (lgazxw 26) (lptngc -24) (n -27) (jpjgl -10) (xhndq -20)) (* -2 (- (/ (- jpjgl -2) (- 17 29)) lptngc)));26;-23;(letrec* ((lgazxw 26)) '());3;200;(letrec* ((lgazxw 26)) '());3;200;(letrec* ((lgazxw 26)) '());3;100
(let ((rt (* (* (if #f -22 2) (let* ((wet -4)) (* wet 14))) (+ (begin 15 2) 7))) (mcm (letrec* ((dkzjld 10) (pebne -23)) (+ (/ 14 (/ (/ (- 18 20) (+ -11 (/ pebne (+ (+ -23 1) -11)))) dkzjld)) (+ (- 27 -24) 29)))) (x 21) (hgdyn (begin -21 -4)) (ytaaon -7) (yn 13)) (begin (set! mcm rt) 7));68;29;(let ((rt (* (* (if #f -22 2) (let* ((wet -4)) (* wet 14))) (+ (begin 2) 7))) (mcm (letrec* ((dkzjld 10) (pebne -23)) (+ (/ 14 (/ (/ (- 18 20) (+ -11 (/ pebne (+ (+ -23 1) -11)))) dkzjld)) (+ (- 27 -24) 29)))) (yn 13)) '());59;200;(let ((rt (* (* (if #f -22 2) (let* ((wet -4)) (* wet 14))) (+ (begin 2) 7))) (mcm (letrec* ((dkzjld 10) (pebne -23)) (+ (/ 14 (/ (/ (- 18 20) (+ -11 (/ pebne (+ (+ -23 1) -11)))) dkzjld)) (+ (- 27 -24) 29)))) (yn 13)) '());59;500;(let ((rt (* (* (if #f -22 2) (let* ((wet -4)) (* wet 14))) (+ (begin 2) 7))) (mcm (letrec* ((dkzjld 10) (pebne -23)) (+ (/ 14 (/ (/ (- 18 20) (+ -11 (/ pebne (+ (+ -23 1) -11)))) dkzjld)) (+ (- 27 -24) 29)))) (yn 13)) '());59;200
(let* ((ggxz (- 28 -9)) (yeca -3) (iqoii -21)) (+ -23 ggxz));11;-23;(let* ((yeca -3)) '());3;200;(let* ((yeca -3)) '());3;300;(let* ((yeca -3)) '());3;100
(letrec* ((r (if #f (let* ((woxq -18)) (- woxq -20)) (if #f (begin 19 23) (* -3 (begin -27 22))))) (kjelvp (let* ((lwbcjk -8) (rmnrtt 27)) 14)) (cnsi 12) (ruv (/ (+ -23 -20) -30)) (iqqkw (* -25 11)) (agpj 3)) (let* ((gqnstu (+ 1 (if #f -6 iqqkw))) (dfv (* (/ -14 r) 26)) (cjsnmv iqqkw)) 25));54;18;(letrec* ((r (if #f (let* ((woxq -18)) (- woxq -20)) (if #f (begin 23) (* -3 (begin 22))))) (kjelvp (let* () 14))) '());21;100;(letrec* ((r (if #f (let* ((woxq -18)) (- woxq -20)) (if #f (begin 23) (* -3 (begin 22))))) (kjelvp (let* () 14))) '());21;300;(letrec* ((r (if #f (let* ((woxq -18)) (- woxq -20)) (if #f (begin 23) (* -3 (begin 22))))) (kjelvp (let* () 14))) '());21;200
(let* ((z (+ 5 -6)) (eit 0) (ecarwa -7) (ijg (+ (/ 4 -27) (- 24 -28))) (sfmqr (/ -8 6)) (dl -8)) z);23;-13;(let* ((dl -8)) '());3;200;(let* ((dl -8)) '());3;100;(let* ((dl -8)) '());3;100
(letrec* ((izduhk (if #t -28 6)) (hlbrt (if #f (if #f 9 (* -16 -14)) (let () 23))) (qdqbez (begin -9 -24)) (hcx (/ -1 12)) (rp 10)) 29);25;-18;(letrec* ((hlbrt (if #f (if #f 9 (* -16 -14)) (let () 23))) (qdqbez (begin -24))) '());15;100;(letrec* ((hlbrt (if #f (if #f 9 (* -16 -14)) (let () 23))) (qdqbez (begin -24))) '());15;300;(letrec* ((hlbrt (if #f (if #f 9 (* -16 -14)) (let () 23))) (qdqbez (begin -24))) '());15;200
(let* ((z 19) (wl 3) (pfqm -16)) (if #t (/ (if (= (* z 3) -1) -7 3) (let ((twxpu wl)) (if #f (/ (/ (* (+ -24 -10) (- wl 28)) 0) z) (if #t 22 (* -1 (/ 17 wl)))))) (- z (begin (* (if #f (/ -22 -17) (+ wl -22)) (if #f pfqm 1)) (* pfqm 21) (set! wl (- wl 5)) (- -19 z)))));81;28;(let* ((z 19) (wl 3)) (if #t (/ (if (= (* z 3) -1) -7 3) (let () (if #f (/ (/ (* (+ -24 -10) (- wl 28)) 0) z) (if #t 22 (* -1 (/ 17 wl)))))) (- z (begin (set! wl (- wl 5)) (- -19 z)))));59;200;(let* ((z 19) (wl 3)) (if #t (/ (if (= (* z 3) -1) -7 3) (let () (if #f (/ (/ (* (+ -24 -10) (- wl 28)) 0) z) (if #t 22 (* -1 (/ 17 wl)))))) (- z (begin (set! wl (- wl 5)) (- -19 z)))));59;200;(let* ((z 19) (wl 3)) (if #t (/ (if (= (* z 3) -1) -7 3) (let () (if #f (/ (/ (* (+ -24 -10) (- wl 28)) 0) z) (if #t 22 (* -1 (/ 17 wl)))))) (- z (begin (set! wl (- wl 5)) (- -19 z)))));59;100
(letrec* ((dvbv (- (* 5 3) (* -29 (begin 21 -8)))) (kzh (begin 29 -19 11)) (bivtmy 16) (upt -30) (agrb 1)) 28);21;-23;(letrec* ((bivtmy 16)) '());3;100;(letrec* ((bivtmy 16)) '());3;400;(letrec* ((bivtmy 16)) '());3;200
(letrec* ((uvu -23) (mhmnmt (if #f -5 (+ (- 19 10) (+ 19 20)))) (sm (begin -27 1 7)) (erw (begin 0 -15)) (qqavmt 15) (l -9)) erw);25;27;(letrec* ((erw (begin -15))) '());4;300;(letrec* ((erw (begin -15))) '());4;300;(letrec* ((erw (begin -15))) '());4;400
(let ((yq -29) (kkapz (begin -22 10 8)) (pffw (if #t -25 30)) (wfn 20) (o -9)) (if (< (+ (+ -3 (/ yq -24)) -21) wfn) (begin (set! pffw (/ -11 wfn)) (+ wfn -2) (* -5 (+ wfn o)) -20) yq));45;-30;(let ((yq -29) (wfn 20)) '());4;200;(let ((yq -29) (wfn 20)) '());4;300;(let ((yq -29) (wfn 20)) '());4;400
(let ((rr (begin (begin 28 2) 27 -22 23)) (km 12) (b (begin 21 24)) (fwjk -4) (ejhvm -1)) (if #f -26 14));18;-6;(let ((ejhvm -1)) '());3;200;(let ((ejhvm -1)) '());3;200;(let ((ejhvm -1)) '());3;200
(let* ((d -1) (stg (begin -23 11)) (jxwtq -24) (u (begin -6 15)) (ydquec -7) (vdjctx 14)) 1);12;8;(let* ((jxwtq -24)) '());3;500;(let* ((jxwtq -24)) '());3;200;(let* ((jxwtq -24)) '());3;200
(let* ((rjsa (begin -2 21)) (sygqcv 9) (v -19)) (- (/ v 21) (* (* (/ (/ -22 (- (- (- (* sygqcv 22) sygqcv) 27) 16)) -16) -20) rjsa)));37;-11;(let* ((sygqcv 9)) '());3;200;(let* ((sygqcv 9)) '());3;400;(let* ((sygqcv 9)) '());3;200
(let* ((p (begin -17 7 -26 -15 11)) (u 16) (wvkvu (- (begin 19 -20) (if (= 25 -15) -4 -29))) (blxaci (if (< 19 30) -8 25)) (phloin -14) (xpmqpv -7)) (if (= xpmqpv wvkvu) (+ (+ 22 29) 24) 1));42;-23;(let* ((u 16) (wvkvu (- (begin -20) (if (= 25 -15) -4 -29))) (xpmqpv -7)) '());15;100;(let* ((u 16) (wvkvu (- (begin -20) (if (= 25 -15) -4 -29))) (xpmqpv -7)) '());15;200;(let* ((u 16) (wvkvu (- (begin -20) (if (= 25 -15) -4 -29))) (xpmqpv -7)) '());15;200
(let* ((tut -8) (qxf -17) (bml 17) (txyvue (begin -27 15)) (ulxfgx -15) (uuxonn 13)) qxf);10;-22;(let* ((bml 17)) '());3;200;(let* ((bml 17)) '());3;900;(let* ((bml 17)) '());3;300
